values,time
25.00429,2021-03-13T08:36:31Z
23.00342,2021-03-13T08:37:11Z
21.00256,2021-03-13T08:37:31Z
24.00168,2021-03-13T08:38:22Z
22.00082,2021-03-13T08:38:52Z
23.00342,2021-03-13T08:39:12Z
23.00342,2021-03-13T08:39:52Z
21.00256,2021-03-13T08:40:12Z
25.00429,2021-03-13T08:41:13Z
22.00082,2021-03-13T08:41:33Z
21.00256,2021-03-13T08:41:43Z
25.00429,2021-03-13T08:42:53Z
23.00342,2021-03-13T08:43:03Z
22.00082,2021-03-13T08:43:34Z
23.00342,2021-03-13T08:45:04Z
22.00082,2021-03-13T08:45:34Z
24.00168,2021-03-13T08:45:44Z
23.00342,2021-03-13T08:45:54Z
22.00082,2021-03-13T08:46:25Z
25.00429,2021-03-13T08:47:15Z
23.00342,2021-03-13T08:47:35Z
21.00256,2021-03-13T08:48:25Z
23.00342,2021-03-13T08:48:35Z
25.00429,2021-03-13T08:48:56Z
21.00256,2021-03-13T08:49:46Z
25.00429,2021-03-13T08:50:26Z
21.00256,2021-03-13T08:51:37Z
23.00342,2021-03-13T08:51:47Z
21.00256,2021-03-13T08:52:27Z
22.00082,2021-03-13T08:52:37Z
21.00256,2021-03-13T08:53:07Z
22.00082,2021-03-13T08:53:17Z
19.0017,2021-03-13T08:54:28Z
21.00256,2021-03-13T08:54:38Z
24.00168,2021-03-13T08:54:48Z
19.0017,2021-03-13T08:55:48Z
19.99996,2021-03-13T08:56:28Z
23.00342,2021-03-13T08:56:59Z
19.99996,2021-03-13T08:57:19Z
22.00082,2021-03-13T08:58:29Z
19.99996,2021-03-13T08:58:39Z
21.00256,2021-03-13T08:58:59Z
22.00082,2021-03-13T08:59:40Z
21.00256,2021-03-13T09:00:00Z
19.99996,2021-03-13T09:00:40Z
22.00082,2021-03-13T09:01:30Z
21.00256,2021-03-13T09:01:40Z
19.99996,2021-03-13T09:02:31Z
19.0017,2021-03-13T09:02:51Z
19.99996,2021-03-13T09:03:31Z
18.00343,2021-03-13T09:04:31Z
19.99996,2021-03-13T09:04:52Z
18.00343,2021-03-13T09:05:02Z
19.99996,2021-03-13T09:05:12Z
19.0017,2021-03-13T09:06:12Z
19.99996,2021-03-13T09:06:22Z
19.99996,2021-03-13T09:07:02Z
19.0017,2021-03-13T09:07:33Z
19.99996,2021-03-13T09:07:43Z
22.00082,2021-03-13T09:08:53Z
23.00342,2021-03-13T09:09:43Z
24.00168,2021-03-13T09:10:03Z
21.00256,2021-03-13T09:10:34Z
24.00168,2021-03-13T09:11:24Z
23.00342,2021-03-13T09:11:44Z
21.00256,2021-03-13T09:12:14Z
23.00342,2021-03-13T09:12:24Z
24.00168,2021-03-13T09:12:55Z
21.00256,2021-03-13T09:13:25Z
24.00168,2021-03-13T09:14:15Z
23.00342,2021-03-13T09:14:25Z
21.00256,2021-03-13T09:14:55Z
23.00342,2021-03-13T09:15:26Z
23.00342,2021-03-13T09:16:06Z
21.00256,2021-03-13T09:16:26Z
24.00168,2021-03-13T09:17:16Z
21.00256,2021-03-13T09:17:56Z
26.00255,2021-03-13T09:18:27Z
23.00342,2021-03-13T09:18:57Z
25.00429,2021-03-13T09:19:37Z
26.00255,2021-03-13T09:19:57Z
24.00168,2021-03-13T09:20:07Z
22.00082,2021-03-13T09:20:37Z
25.00429,2021-03-13T09:21:28Z
23.00342,2021-03-13T09:21:38Z
22.00082,2021-03-13T09:22:08Z
26.00255,2021-03-13T09:22:18Z
23.00342,2021-03-13T09:23:08Z
25.00429,2021-03-13T09:23:39Z
23.00342,2021-03-13T09:24:19Z
22.00082,2021-03-13T09:24:49Z
24.00168,2021-03-13T09:24:59Z
23.00342,2021-03-13T09:26:10Z
26.00255,2021-03-13T09:26:20Z
23.00342,2021-03-13T09:27:20Z
24.00168,2021-03-13T09:27:30Z
25.00429,2021-03-13T09:27:40Z
19.99996,2021-03-13T09:28:40Z
24.00168,2021-03-13T09:29:01Z
22.00082,2021-03-13T09:29:41Z
21.00256,2021-03-13T09:29:51Z
23.00342,2021-03-13T09:30:21Z
19.99996,2021-03-13T09:31:11Z
24.00168,2021-03-13T09:31:52Z
22.00082,2021-03-13T09:32:02Z
19.0017,2021-03-13T09:33:22Z
21.00256,2021-03-13T09:33:42Z
23.00342,2021-03-13T09:34:33Z
19.0017,2021-03-13T09:34:53Z
25.00429,2021-03-13T09:35:53Z
23.00342,2021-03-13T09:36:33Z
22.00082,2021-03-13T09:37:04Z
21.00256,2021-03-13T09:37:34Z
23.00342,2021-03-13T09:38:04Z
19.99996,2021-03-13T09:38:44Z
21.00256,2021-03-13T09:39:14Z
24.00168,2021-03-13T09:39:45Z
19.99996,2021-03-13T09:40:15Z
22.00082,2021-03-13T09:40:55Z
19.99996,2021-03-13T09:41:35Z
22.00082,2021-03-13T09:42:16Z
19.99996,2021-03-13T09:42:56Z
21.00256,2021-03-13T09:43:16Z
19.0017,2021-03-13T09:43:56Z
19.99996,2021-03-13T09:44:26Z
23.00342,2021-03-13T09:44:57Z
19.99996,2021-03-13T09:45:27Z
23.00342,2021-03-13T09:46:07Z
19.0017,2021-03-13T09:46:47Z
24.00168,2021-03-13T09:47:38Z
19.99996,2021-03-13T09:48:08Z
23.00342,2021-03-13T09:49:08Z
21.00256,2021-03-13T09:49:28Z
19.99996,2021-03-13T09:50:49Z
21.00256,2021-03-13T09:51:29Z
19.99996,2021-03-13T09:51:39Z
19.0017,2021-03-13T09:52:09Z
19.99996,2021-03-13T09:52:39Z
19.0017,2021-03-13T09:53:30Z
19.99996,2021-03-13T09:54:20Z
22.00082,2021-03-13T09:54:30Z
23.00342,2021-03-13T09:55:40Z
24.00168,2021-03-13T09:56:21Z
25.00429,2021-03-13T09:56:51Z
24.00168,2021-03-13T09:57:31Z
23.00342,2021-03-13T09:58:11Z
21.00256,2021-03-13T09:58:52Z
22.00082,2021-03-13T09:59:12Z
21.00256,2021-03-13T09:59:22Z
22.00082,2021-03-13T10:00:02Z
21.00256,2021-03-13T10:00:12Z
17.00083,2021-03-13T10:01:02Z
19.99996,2021-03-13T10:01:33Z
18.00343,2021-03-13T10:02:03Z
19.99996,2021-03-13T10:02:33Z
17.00083,2021-03-13T10:02:53Z
18.00343,2021-03-13T10:03:33Z
21.00256,2021-03-13T10:04:04Z
19.99996,2021-03-13T10:04:24Z
19.99996,2021-03-13T10:04:54Z
21.00256,2021-03-13T10:05:54Z
19.99996,2021-03-13T10:06:04Z
18.00343,2021-03-13T10:06:45Z
19.99996,2021-03-13T10:07:15Z
21.00256,2021-03-13T10:08:55Z
17.00083,2021-03-13T10:09:36Z
21.00256,2021-03-13T10:10:36Z
18.00343,2021-03-13T10:10:56Z
19.99996,2021-03-13T10:11:36Z
18.00343,2021-03-13T10:12:27Z
16.00257,2021-03-13T10:12:47Z
17.00083,2021-03-13T10:13:37Z
16.00257,2021-03-13T10:13:57Z
19.99996,2021-03-13T10:14:58Z
17.00083,2021-03-13T10:15:28Z
19.0017,2021-03-13T10:16:38Z
17.00083,2021-03-13T10:17:19Z
18.00343,2021-03-13T10:17:59Z
19.0017,2021-03-13T10:18:19Z
16.00257,2021-03-13T10:18:49Z
18.00343,2021-03-13T10:19:19Z
17.00083,2021-03-13T10:20:00Z
16.00257,2021-03-13T10:20:20Z
17.00083,2021-03-13T10:20:50Z
18.00343,2021-03-13T10:21:20Z
19.99996,2021-03-13T10:22:10Z
19.0017,2021-03-13T10:22:20Z
18.00343,2021-03-13T10:23:01Z
19.0017,2021-03-13T10:23:41Z
18.00343,2021-03-13T10:23:51Z
17.00083,2021-03-13T10:24:21Z
19.99996,2021-03-13T10:25:11Z
18.00343,2021-03-13T10:25:32Z
17.00083,2021-03-13T10:25:52Z
17.00083,2021-03-13T10:26:22Z
19.99996,2021-03-13T10:26:42Z
17.00083,2021-03-13T10:27:42Z
19.99996,2021-03-13T10:28:13Z
17.00083,2021-03-13T10:28:33Z
18.00343,2021-03-13T10:28:43Z
19.99996,2021-03-13T10:30:03Z
17.00083,2021-03-13T10:30:33Z
18.00343,2021-03-13T10:30:44Z
19.0017,2021-03-13T10:31:14Z
19.99996,2021-03-13T10:31:24Z
17.00083,2021-03-13T10:31:54Z
21.00256,2021-03-13T10:32:44Z
16.00257,2021-03-13T10:33:45Z
17.00083,2021-03-13T10:33:55Z
21.00256,2021-03-13T10:34:15Z
17.00083,2021-03-13T10:34:55Z
19.99996,2021-03-13T10:35:25Z
17.00083,2021-03-13T10:36:16Z
18.00343,2021-03-13T10:36:46Z
21.00256,2021-03-13T10:37:16Z
17.00083,2021-03-13T10:37:56Z
19.99996,2021-03-13T10:38:47Z
21.00256,2021-03-13T10:38:57Z
17.00083,2021-03-13T10:39:27Z
18.00343,2021-03-13T10:40:17Z
19.0017,2021-03-13T10:40:47Z
17.00083,2021-03-13T10:40:57Z
16.00257,2021-03-13T10:41:28Z
19.0017,2021-03-13T10:42:18Z
17.00083,2021-03-13T10:42:28Z
19.0017,2021-03-13T10:43:38Z
18.00343,2021-03-13T10:43:48Z
16.00257,2021-03-13T10:44:09Z
18.00343,2021-03-13T10:44:49Z
17.00083,2021-03-13T10:45:39Z
16.00257,2021-03-13T10:46:09Z
17.00083,2021-03-13T10:46:29Z
16.00257,2021-03-13T10:47:10Z
17.00083,2021-03-13T10:48:00Z
16.00257,2021-03-13T10:48:50Z
17.00083,2021-03-13T10:49:20Z
16.00257,2021-03-13T10:50:01Z
17.00083,2021-03-13T10:51:01Z
16.00257,2021-03-13T10:51:41Z
14.00171,2021-03-13T10:53:22Z
16.00257,2021-03-13T10:53:52Z
17.00083,2021-03-13T10:55:13Z
14.99997,2021-03-13T10:55:53Z
16.00257,2021-03-13T10:56:03Z
12.00084,2021-03-13T10:56:43Z
14.99997,2021-03-13T10:57:13Z
16.00257,2021-03-13T10:57:23Z
14.99997,2021-03-13T10:58:14Z
16.00257,2021-03-13T10:58:44Z
14.99997,2021-03-13T10:59:04Z
12.9991,2021-03-13T10:59:44Z
16.00257,2021-03-13T11:00:15Z
17.00083,2021-03-13T11:00:55Z
16.00257,2021-03-13T11:01:35Z
18.00343,2021-03-13T11:01:55Z
17.00083,2021-03-13T11:02:25Z
18.00343,2021-03-13T11:02:45Z
16.00257,2021-03-13T11:03:16Z
17.00083,2021-03-13T11:03:46Z
16.00257,2021-03-13T11:04:16Z
14.99997,2021-03-13T11:04:26Z
17.00083,2021-03-13T11:05:37Z
14.99997,2021-03-13T11:05:47Z
14.99997,2021-03-13T11:06:57Z
16.00257,2021-03-13T11:07:07Z
17.00083,2021-03-13T11:07:47Z
16.00257,2021-03-13T11:07:57Z
14.00171,2021-03-13T11:08:28Z
18.00343,2021-03-13T11:08:58Z
14.99997,2021-03-13T11:09:48Z
17.00083,2021-03-13T11:10:08Z
14.99997,2021-03-13T11:11:09Z
16.00257,2021-03-13T11:11:29Z
18.00343,2021-03-13T11:11:39Z
14.00171,2021-03-13T11:12:39Z
12.9991,2021-03-13T11:12:49Z
16.00257,2021-03-13T11:12:59Z
14.99997,2021-03-13T11:13:40Z
16.00257,2021-03-13T11:14:20Z
18.00343,2021-03-13T11:14:40Z
16.00257,2021-03-13T11:15:20Z
17.00083,2021-03-13T11:15:40Z
19.0017,2021-03-13T11:16:00Z
14.99997,2021-03-13T11:16:51Z
17.00083,2021-03-13T11:17:21Z
18.00343,2021-03-13T11:17:51Z
14.99997,2021-03-13T11:18:01Z
18.00343,2021-03-13T11:18:41Z
14.99997,2021-03-13T11:19:22Z
17.00083,2021-03-13T11:20:02Z
14.99997,2021-03-13T11:20:52Z
17.00083,2021-03-13T11:21:22Z
14.99997,2021-03-13T11:22:03Z
16.00257,2021-03-13T11:22:23Z
14.99997,2021-03-13T11:23:23Z
17.00083,2021-03-13T11:24:24Z
14.99997,2021-03-13T11:25:04Z
12.9991,2021-03-13T11:26:04Z
12.00084,2021-03-13T11:26:14Z
16.00257,2021-03-13T11:26:54Z
14.00171,2021-03-13T11:27:05Z
12.9991,2021-03-13T11:27:35Z
16.00257,2021-03-13T11:28:15Z
14.99997,2021-03-13T11:28:25Z
14.00171,2021-03-13T11:28:45Z
14.99997,2021-03-13T11:29:05Z
14.00171,2021-03-13T11:30:16Z
16.00257,2021-03-13T11:31:26Z
14.99997,2021-03-13T11:32:16Z
14.00171,2021-03-13T11:33:47Z
16.00257,2021-03-13T11:34:17Z
14.99997,2021-03-13T11:34:37Z
12.9991,2021-03-13T11:35:08Z
14.99997,2021-03-13T11:35:48Z
12.9991,2021-03-13T11:36:28Z
16.00257,2021-03-13T11:37:08Z
12.00084,2021-03-13T11:37:28Z
16.00257,2021-03-13T11:38:29Z
14.99997,2021-03-13T11:38:59Z
16.00257,2021-03-13T11:39:49Z
14.99997,2021-03-13T11:39:59Z
12.9991,2021-03-13T11:40:19Z
16.00257,2021-03-13T11:40:40Z
14.99997,2021-03-13T11:41:10Z
12.00084,2021-03-13T11:41:40Z
14.99997,2021-03-13T11:42:00Z
12.00084,2021-03-13T11:42:40Z
16.00257,2021-03-13T11:43:31Z
12.9991,2021-03-13T11:44:21Z
14.99997,2021-03-13T11:45:11Z
12.00084,2021-03-13T11:45:31Z
12.9991,2021-03-13T11:46:52Z
14.00171,2021-03-13T11:47:22Z
12.00084,2021-03-13T11:47:42Z
14.99997,2021-03-13T11:48:12Z
12.9991,2021-03-13T11:48:22Z
12.00084,2021-03-13T11:48:53Z
12.9991,2021-03-13T11:51:24Z
14.99997,2021-03-13T11:52:04Z
12.9991,2021-03-13T11:52:14Z
12.9991,2021-03-13T11:52:54Z
14.99997,2021-03-13T11:53:34Z
12.9991,2021-03-13T11:54:15Z
12.00084,2021-03-13T11:55:05Z
11.00258,2021-03-13T11:56:46Z
12.00084,2021-03-13T11:57:06Z
12.9991,2021-03-13T11:59:47Z
12.00084,2021-03-13T11:59:57Z
12.9991,2021-03-13T12:00:57Z
12.00084,2021-03-13T12:01:17Z
11.00258,2021-03-13T12:01:37Z
12.00084,2021-03-13T12:02:08Z
11.00258,2021-03-13T12:02:28Z
12.00084,2021-03-13T12:02:58Z
11.00258,2021-03-13T12:03:48Z
12.00084,2021-03-13T12:04:18Z
11.00258,2021-03-13T12:04:39Z
12.00084,2021-03-13T12:05:19Z
12.9991,2021-03-13T12:06:29Z
12.00084,2021-03-13T12:06:49Z
12.9991,2021-03-13T12:07:20Z
12.00084,2021-03-13T12:07:50Z
14.99997,2021-03-13T12:08:00Z
12.00084,2021-03-13T12:08:50Z
11.00258,2021-03-13T12:09:40Z
12.00084,2021-03-13T12:10:21Z
11.00258,2021-03-13T12:10:51Z
12.9991,2021-03-13T12:11:41Z
12.00084,2021-03-13T12:12:21Z
12.9991,2021-03-13T12:13:42Z
14.00171,2021-03-13T12:14:02Z
12.00084,2021-03-13T12:14:32Z
14.00171,2021-03-13T12:15:23Z
12.9991,2021-03-13T12:15:33Z
14.00171,2021-03-13T12:15:53Z
12.9991,2021-03-13T12:16:23Z
12.00084,2021-03-13T12:16:53Z
12.9991,2021-03-13T12:20:35Z
12.00084,2021-03-13T12:21:15Z
12.00084,2021-03-13T12:21:45Z
12.9991,2021-03-13T12:23:16Z
16.00257,2021-03-13T12:24:06Z
14.99997,2021-03-13T12:24:46Z
16.00257,2021-03-13T12:25:26Z
12.9991,2021-03-13T12:26:07Z
14.99997,2021-03-13T12:26:47Z
12.9991,2021-03-13T12:26:57Z
14.00171,2021-03-13T12:27:27Z
12.9991,2021-03-13T12:27:57Z
14.99997,2021-03-13T12:28:17Z
14.99997,2021-03-13T12:28:58Z
14.00171,2021-03-13T12:29:28Z
12.9991,2021-03-13T12:30:08Z
14.99997,2021-03-13T12:30:18Z
14.00171,2021-03-13T12:31:39Z
14.99997,2021-03-13T12:31:49Z
12.9991,2021-03-13T12:31:59Z
14.00171,2021-03-13T12:32:09Z
12.9991,2021-03-13T12:32:39Z
12.00084,2021-03-13T12:33:49Z
12.9991,2021-03-13T12:34:50Z
12.00084,2021-03-13T12:35:20Z
11.00258,2021-03-13T12:38:31Z
9.999978,2021-03-13T12:38:51Z
11.00258,2021-03-13T12:41:42Z
9.999978,2021-03-13T12:43:43Z
12.00084,2021-03-13T12:44:44Z
9.999978,2021-03-13T12:45:04Z
11.00258,2021-03-13T12:45:14Z
11.00258,2021-03-13T12:45:44Z
9.999978,2021-03-13T12:46:34Z
11.00258,2021-03-13T12:47:45Z
9.999978,2021-03-13T12:48:05Z
11.00258,2021-03-13T12:48:35Z
9.999978,2021-03-13T12:48:55Z
12.00084,2021-03-13T12:49:35Z
11.00258,2021-03-13T12:49:55Z
9.999978,2021-03-13T12:51:26Z
11.00258,2021-03-13T12:52:06Z
12.00084,2021-03-13T12:52:16Z
11.00258,2021-03-13T12:52:26Z
12.00084,2021-03-13T12:53:17Z
11.00258,2021-03-13T12:53:47Z
12.00084,2021-03-13T12:53:57Z
12.00084,2021-03-13T12:54:47Z
11.00258,2021-03-13T12:55:38Z
12.00084,2021-03-13T12:56:08Z
11.00258,2021-03-13T12:57:28Z
12.00084,2021-03-13T12:58:39Z
11.00258,2021-03-13T12:58:59Z
12.00084,2021-03-13T12:59:09Z
11.00258,2021-03-13T13:02:20Z
12.00084,2021-03-13T13:03:00Z
11.00258,2021-03-13T13:03:31Z
12.00084,2021-03-13T13:03:41Z
11.00258,2021-03-13T13:05:11Z
12.9991,2021-03-13T13:06:22Z
12.00084,2021-03-13T13:06:32Z
14.00171,2021-03-13T13:07:22Z
12.9991,2021-03-13T13:07:32Z
12.00084,2021-03-13T13:08:42Z
14.99997,2021-03-13T13:09:03Z
12.9991,2021-03-13T13:10:13Z
12.00084,2021-03-13T13:10:23Z
12.9991,2021-03-13T13:11:03Z
12.00084,2021-03-13T13:11:34Z
11.00258,2021-03-13T13:13:44Z
12.00084,2021-03-13T13:14:04Z
11.00258,2021-03-13T13:16:35Z
12.00084,2021-03-13T13:17:06Z
12.9991,2021-03-13T13:19:37Z
12.00084,2021-03-13T13:20:17Z
12.9991,2021-03-13T13:21:07Z
12.00084,2021-03-13T13:21:17Z
11.00258,2021-03-13T13:22:38Z
12.00084,2021-03-13T13:23:28Z
11.00258,2021-03-13T13:23:38Z
12.00084,2021-03-13T13:23:58Z
11.00258,2021-03-13T13:24:18Z
12.00084,2021-03-13T13:24:59Z
11.00258,2021-03-13T13:25:29Z
12.00084,2021-03-13T13:25:49Z
14.00171,2021-03-13T13:27:50Z
12.00084,2021-03-13T13:28:00Z
12.9991,2021-03-13T13:28:30Z
12.00084,2021-03-13T13:29:10Z
12.9991,2021-03-13T13:29:30Z
12.00084,2021-03-13T13:29:40Z
11.00258,2021-03-13T13:31:51Z
12.00084,2021-03-13T13:32:31Z
12.9991,2021-03-13T13:35:22Z
12.00084,2021-03-13T13:35:43Z
11.00258,2021-03-13T13:41:25Z
12.00084,2021-03-13T13:42:45Z
12.9991,2021-03-13T13:43:36Z
14.00171,2021-03-13T13:44:26Z
11.00258,2021-03-13T13:45:16Z
12.00084,2021-03-13T13:46:07Z
12.9991,2021-03-13T13:46:47Z
12.00084,2021-03-13T13:47:17Z
12.9991,2021-03-13T13:48:07Z
12.00084,2021-03-13T13:48:37Z
12.9991,2021-03-13T13:48:58Z
12.00084,2021-03-13T13:50:28Z
12.9991,2021-03-13T13:51:08Z
12.00084,2021-03-13T13:51:19Z
12.9991,2021-03-13T13:51:39Z
12.9991,2021-03-13T13:52:29Z
14.00171,2021-03-13T13:52:59Z
12.9991,2021-03-13T13:53:39Z
12.00084,2021-03-13T13:54:10Z
12.9991,2021-03-13T13:54:30Z
12.00084,2021-03-13T13:55:40Z
14.00171,2021-03-13T13:56:00Z
12.00084,2021-03-13T13:56:41Z
11.00258,2021-03-13T13:57:31Z
9.999978,2021-03-13T13:58:11Z
11.00258,2021-03-13T13:58:41Z
9.999978,2021-03-13T13:58:51Z
11.00258,2021-03-13T13:59:42Z
9.999978,2021-03-13T14:00:22Z
11.00258,2021-03-13T14:01:12Z
9.999978,2021-03-13T14:01:53Z
11.00258,2021-03-13T14:02:43Z
12.00084,2021-03-13T14:04:13Z
12.9991,2021-03-13T14:04:24Z
12.00084,2021-03-13T14:05:04Z
11.00258,2021-03-13T14:07:15Z
12.00084,2021-03-13T14:08:35Z
12.9991,2021-03-13T14:08:45Z
12.9991,2021-03-13T14:09:45Z
12.00084,2021-03-13T14:09:56Z
11.00258,2021-03-13T14:10:56Z
12.00084,2021-03-13T14:11:06Z
12.9991,2021-03-13T14:11:26Z
14.99997,2021-03-13T14:12:27Z
12.9991,2021-03-13T14:12:57Z
14.00171,2021-03-13T14:13:47Z
12.9991,2021-03-13T14:14:07Z
12.00084,2021-03-13T14:14:27Z
14.00171,2021-03-13T14:15:08Z
12.00084,2021-03-13T14:15:28Z
14.00171,2021-03-13T14:16:08Z
12.00084,2021-03-13T14:16:18Z
11.00258,2021-03-13T14:17:38Z
12.00084,2021-03-13T14:17:48Z
11.00258,2021-03-13T14:20:19Z
12.00084,2021-03-13T14:20:40Z
12.9991,2021-03-13T14:21:30Z
11.00258,2021-03-13T14:22:00Z
12.00084,2021-03-13T14:22:10Z
12.9991,2021-03-13T14:23:21Z
12.00084,2021-03-13T14:23:51Z
11.00258,2021-03-13T14:26:12Z
12.9991,2021-03-13T14:26:32Z
14.00171,2021-03-13T14:27:22Z
12.9991,2021-03-13T14:27:52Z
14.99997,2021-03-13T14:28:43Z
14.00171,2021-03-13T14:29:23Z
14.99997,2021-03-13T14:30:03Z
12.00084,2021-03-13T14:30:53Z
12.9991,2021-03-13T14:31:03Z
12.00084,2021-03-13T14:31:44Z
12.9991,2021-03-13T14:32:44Z
12.00084,2021-03-13T14:32:54Z
12.9991,2021-03-13T14:34:05Z
12.00084,2021-03-13T14:34:15Z
12.9991,2021-03-13T14:34:25Z
16.00257,2021-03-13T14:35:35Z
14.00171,2021-03-13T14:36:05Z
12.9991,2021-03-13T14:36:15Z
16.00257,2021-03-13T14:37:06Z
14.00171,2021-03-13T14:37:26Z
16.00257,2021-03-13T14:37:56Z
12.9991,2021-03-13T14:38:16Z
14.99997,2021-03-13T14:38:36Z
12.9991,2021-03-13T14:40:17Z
14.99997,2021-03-13T14:40:47Z
14.00171,2021-03-13T14:41:37Z
14.99997,2021-03-13T14:42:08Z
12.9991,2021-03-13T14:42:28Z
14.99997,2021-03-13T14:42:58Z
12.9991,2021-03-13T14:43:18Z
14.99997,2021-03-13T14:43:48Z
12.00084,2021-03-13T14:44:08Z
12.9991,2021-03-13T14:44:49Z
12.00084,2021-03-13T14:44:59Z
12.00084,2021-03-13T14:45:39Z
12.9991,2021-03-13T14:46:39Z
12.00084,2021-03-13T14:46:59Z
12.9991,2021-03-13T14:47:09Z
14.00171,2021-03-13T14:47:40Z
12.9991,2021-03-13T14:47:50Z
12.9991,2021-03-13T14:48:20Z
14.00171,2021-03-13T14:49:00Z
14.99997,2021-03-13T14:49:10Z
12.9991,2021-03-13T14:51:11Z
12.00084,2021-03-13T14:51:31Z
12.9991,2021-03-13T14:53:22Z
14.00171,2021-03-13T14:54:42Z
11.00258,2021-03-13T14:55:42Z
12.00084,2021-03-13T14:56:43Z
11.00258,2021-03-13T14:57:03Z
12.9991,2021-03-13T14:58:34Z
12.00084,2021-03-13T14:58:54Z
12.9991,2021-03-13T14:59:34Z
12.00084,2021-03-13T14:59:54Z
12.9991,2021-03-13T15:00:34Z
12.00084,2021-03-13T15:00:54Z
12.9991,2021-03-13T15:01:45Z
12.00084,2021-03-13T15:02:15Z
12.00084,2021-03-13T15:03:05Z
14.00171,2021-03-13T15:03:15Z
12.00084,2021-03-13T15:03:45Z
12.9991,2021-03-13T15:05:06Z
14.00171,2021-03-13T15:05:36Z
12.9991,2021-03-13T15:06:27Z
14.99997,2021-03-13T15:07:07Z
12.9991,2021-03-13T15:07:17Z
14.99997,2021-03-13T15:07:37Z
16.00257,2021-03-13T15:09:08Z
14.00171,2021-03-13T15:09:38Z
14.99997,2021-03-13T15:09:58Z
14.00171,2021-03-13T15:14:50Z
12.00084,2021-03-13T15:15:40Z
12.9991,2021-03-13T15:16:10Z
12.00084,2021-03-13T15:17:00Z
12.9991,2021-03-13T15:17:21Z
12.00084,2021-03-13T15:17:41Z
12.9991,2021-03-13T15:19:11Z
14.99997,2021-03-13T15:20:42Z
14.00171,2021-03-13T15:21:12Z
12.00084,2021-03-13T15:22:02Z
12.9991,2021-03-13T15:23:33Z
14.00171,2021-03-13T15:25:34Z
14.99997,2021-03-13T15:25:54Z
14.00171,2021-03-13T15:26:24Z
12.9991,2021-03-13T15:26:34Z
14.99997,2021-03-13T15:26:54Z
16.00257,2021-03-13T15:27:55Z
14.99997,2021-03-13T15:28:05Z
14.99997,2021-03-13T15:28:45Z
14.00171,2021-03-13T15:29:15Z
14.99997,2021-03-13T15:29:25Z
14.99997,2021-03-13T15:30:25Z
12.00084,2021-03-13T15:30:36Z
12.9991,2021-03-13T15:30:46Z
12.9991,2021-03-13T15:31:56Z
12.00084,2021-03-13T15:32:06Z
12.9991,2021-03-13T15:32:36Z
12.00084,2021-03-13T15:33:06Z
12.9991,2021-03-13T15:33:37Z
14.00171,2021-03-13T15:33:57Z
12.00084,2021-03-13T15:34:07Z
12.9991,2021-03-13T15:34:57Z
14.99997,2021-03-13T15:35:17Z
12.9991,2021-03-13T15:35:37Z
12.00084,2021-03-13T15:36:58Z
12.9991,2021-03-13T15:38:08Z
12.00084,2021-03-13T15:38:18Z
12.00084,2021-03-13T15:39:09Z
14.99997,2021-03-13T15:39:59Z
14.00171,2021-03-13T15:40:09Z
14.99997,2021-03-13T15:40:49Z
14.00171,2021-03-13T15:42:30Z
14.99997,2021-03-13T15:43:10Z
14.00171,2021-03-13T15:43:40Z
14.99997,2021-03-13T15:44:31Z
12.9991,2021-03-13T15:45:01Z
14.99997,2021-03-13T15:45:21Z
16.00257,2021-03-13T15:47:02Z
14.99997,2021-03-13T15:47:22Z
16.00257,2021-03-13T15:50:03Z
17.00083,2021-03-13T15:50:43Z
14.99997,2021-03-13T15:51:43Z
14.00171,2021-03-13T15:53:04Z
14.99997,2021-03-13T15:53:14Z
14.00171,2021-03-13T15:53:54Z
12.9991,2021-03-13T15:54:24Z
14.00171,2021-03-13T15:54:34Z
14.99997,2021-03-13T15:55:05Z
14.00171,2021-03-13T15:56:45Z
14.99997,2021-03-13T15:57:36Z
14.00171,2021-03-13T15:59:06Z
